,0,1
0,1.5088680917532016,60.082486555922394
1,1.5654569687796376,64.11624631513324
2,1.5973184558881754,90.55160561036666
3,1.8163522555875402,83.55555204744293
4,1.4003417722610476,41.694646937887
5,1.7673864261177932,57.06196697053265
6,1.6654210575717754,46.51408595926807
7,1.765947774888982,42.359462972727556
8,1.2931779940872092,53.920206400141616
9,1.827723021834975,58.26708304942228
10,1.9808146344388826,73.64434181634866
11,1.750640168931703,55.63593937113753
12,1.6194178166254105,44.939011969577926
13,1.6449757887461243,61.4158947159804
14,1.45677902037066,57.96162331445833
15,1.6285556504278653,59.93675679499629
16,1.5197988968086775,76.10938972265598
17,2.028824199049292,49.99685110286573
18,1.6109527335053688,38.635845120445815
19,1.7070987315220292,71.11050108843384
20,1.4622412634890167,70.91277200253374
21,1.6159125559848242,52.602463447056905
22,1.3483057352477203,50.61968760060296
23,1.8069468690762138,51.94785492862247
24,1.6402899406587899,45.41763207921494
25,1.9970764207092515,36.66098549749108
26,1.7154726572779513,67.7509275397489
27,1.5402363505442047,82.126221467212
28,1.4950538485170166,55.2558017807322
29,1.5407660451063485,71.67122055380965
30,1.5598952819653806,66.39074491784157
31,1.8194969528153107,78.86834796495266
32,1.8181629300173667,46.60422846383032
33,1.8658670881191357,48.71737627168882
34,1.6004662530214047,76.53073319457587
35,1.7877428092624543,81.1803748304311
36,1.6845593156629521,73.3377743674471
37,1.6455844796526513,59.249224435606656
38,1.7615479674014956,53.94555783829822
39,1.693829047268451,45.940211166841124
40,1.7652941446255,64.26067877092844
41,1.3833424121977211,52.27289871484459
42,1.40004149660205,77.79658168580553
43,1.6382215974775765,66.74180351929394
44,1.945192899875423,79.40932346861857
45,1.7508613033167277,70.357017233773
46,1.6854412950957436,63.86756380040981
47,1.6086058189989434,65.60051157816598
48,1.634146304417298,54.01858436192384
49,1.9554700424632854,58.37917055436796
50,1.6500450493396666,61.03012929452023
51,1.5215001657278306,46.214979719471415
52,1.96583190887434,71.90955681867294
53,1.7206352952531367,33.49097057232499
